question,answer,context,reference
Apakah pergeseran tanah bisa berkembang menjadi longsor?,"Pra Bencana: Pergeseran tanah berkaitan dengan area berbahaya dan kondisi tanah yang labil.
Saat Bencana: Pergeseran tanah berkaitan dengan Tanah Longsor dan Material Longsor.
Pasca Bencana: Tidak tersedia dalam basis data.","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat
- Tanah Longsor berkaitan dengan: Daerah Rawan Bencana, runtuhan batuan, Fondasi, Drainase, Jangkar
- wilayah longsor berkaitan dengan: kondisi tanah yang labil
- Material Longsor berkaitan dengan: Material Longsor
- Sistem Peringatan Dini Longsor berkaitan dengan: beberapa wilayah, waspada, Tanah Longsor, zona evakuasi","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat
- Tanah Longsor berkaitan dengan: Daerah Rawan Bencana, runtuhan batuan, Fondasi, Drainase, Jangkar
- wilayah longsor berkaitan dengan: kondisi tanah yang labil
- Sistem Peringatan Dini Longsor berkaitan dengan: beberapa wilayah, waspada, Tanah Longsor, zona evakuasi"
Bagaimana cara memantau pergeseran tanah di sekitar rumah?,"Berikut adalah jawaban berdasarkan informasi basis data yang tersedia:

**Pra Bencana:**

1.  Periksa regulasi setempat terkait area berbahaya.
2.  Waspadai potensi tinggal di area yang rawan pergeseran tanah.
3.  Perhatikan informasi mengenai area berbahaya.

**Saat Bencana:**

Tidak tersedia dalam basis data

**Pasca Bencana:**

1.  Lakukan evakuasi dini.
2.  Periksa dampak terhadap infrastruktur (Jalan, Jembatan, Bangunan).
3.  Berikan bantuan kepada masyarakat.","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat"
Apa yang dilakukan BPBD saat terjadi pergeseran tanah?,"Baik, sebagai asisten mitigasi bencana BPBD Kabupaten Bogor, berikut jawaban berdasarkan basis data yang tersedia:

**Pra Bencana**
*   Mengidentifikasi area berbahaya akibat pergeseran tanah.
*   Melakukan pemeriksaan regulasi setempat terkait risiko pergeseran tanah.
*   Mempersiapkan evakuasi dini jika diperlukan.

**Saat Bencana**
*   Melakukan evakuasi dini masyarakat dari area yang rawan.
*   Memberikan bantuan kepada masyarakat yang terdampak.

**Pasca Bencana**
*   Memeriksa dampak pergeseran tanah terhadap infrastruktur seperti jalan, jembatan, dan bangunan.
*   Memberikan bantuan kepada masyarakat yang tinggal di area yang rawan pergeseran tanah.","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat"
Bagaimana cara memperkuat bangunan di daerah rawan pergeseran tanah?,"Pra Bencana:

1.  Periksa regulasi setempat terkait area berbahaya.
2.  Lakukan evakuasi dini ke area yang aman.
3.  Pastikan bangunan diperkuat untuk tahan terhadap pergeseran tanah.

Saat Bencana:

1.  Prioritaskan bantuan untuk masyarakat yang terkena dampak.
2.  Periksa kerusakan infrastruktur seperti jalan dan jembatan.
3.  Hindari tinggal di area yang rawan pergeseran tanah.

Pasca Bencana:

1.  Lakukan pemeriksaan terhadap bangunan untuk memastikan keamanan.
2.  Perbaiki infrastruktur yang rusak, seperti jalan dan jembatan.
3.  Berikan bantuan kepada masyarakat yang membutuhkan.","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat"
Apa perbedaan pergeseran tanah dan tanah longsor?,"Berikut adalah jawaban berdasarkan informasi dalam basis data knowledge graph:

**Pra Bencana:**

*   Pergeseran tanah merujuk pada pergerakan tanah yang tidak stabil.
*   Pergeseran tanah berkaitan dengan area berbahaya dan evakuasi dini.
*   Pergeseran tanah berkaitan dengan memeriksa regulasi setempat.

**Saat Bencana:**

*   Tidak tersedia dalam basis data mengenai perbedaan spesifik antara keduanya.

**Pasca Bencana:**

*   Pergeseran tanah berkaitan dengan bantuan dan tinggal di area yang rawan pergeseran tanah.
*   Tanah longsor berkaitan dengan daerah rawan bencana dan runtuhan batuan.
*   Pergeseran tanah berkaitan dengan infrastruktur seperti Jalan, Jembatan, dan Bangunan.","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat
- Tanah Longsor berkaitan dengan: Daerah Rawan Bencana, runtuhan batuan, Fondasi, Drainase, Jangkar
- wilayah longsor berkaitan dengan: kondisi tanah yang labil
- Material Longsor berkaitan dengan: Material Longsor
- Sistem Peringatan Dini Longsor berkaitan dengan: beberapa wilayah, waspada, Tanah Longsor, zona evakuasi","- pergeseran tanah berkaitan dengan: area berbahaya, evakuasi dini, memeriksa regulasi setempat, bantuan, tinggal di area yang rawan pergeseran tanah
- Pergeseran Tanah berkaitan dengan: Infrastruktur, Jalan, Jembatan, Bangunan, Masyarakat
- Tanah Longsor berkaitan dengan: Daerah Rawan Bencana, runtuhan batuan, Fondasi, Drainase, Jangkar
- wilayah longsor berkaitan dengan: kondisi tanah yang labil
- Sistem Peringatan Dini Longsor berkaitan dengan: beberapa wilayah, waspada, Tanah Longsor, zona evakuasi"
Apa itu mitigasi bencana?,"Berikut adalah jawaban mengenai mitigasi bencana berdasarkan informasi yang tersedia:

Pra Bencana / Mitigasi bencana berkaitan dengan Tahap prabencana
Saat Bencana / Penyusunan pengkajian mitigasi berkaitan dengan Saat dan pasca bencana
Pasca Bencana / Mitigasi bencana berkaitan dengan Penyusunan pengkajian mitigasi","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Penyusunan pengkajian mitigasi berkaitan dengan: Saat dan pasca bencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman"
Apa peran BPBD dalam penanggulangan bencana?,"Berikut adalah peran BPBD dalam penanggulangan bencana berdasarkan data yang tersedia:

**Pra Bencana:** Mitigasi bencana berkaitan dengan tahap prabencana.
**Saat Bencana:** Tidak tersedia dalam basis data.
**Pasca Bencana:** Tidak tersedia dalam basis data.","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman"
Apa yang dimaksud dengan kesiapsiagaan bencana?,"Berdasarkan data yang tersedia:

Pra Bencana / Mitigasi bencana
- Kesiapsiagaan bencana berkaitan dengan Tahap prabencana.
- tas siaga bencana berkaitan dengan air minum, makanan.
- PetaBencana.id berkaitan dengan informasi.
","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman"
Berapa nomor darurat yang harus dihubungi saat bencana?,"Pra Bencana / Tangga darurat berkaitan dengan evakuasi.
Tidak tersedia dalam basis data","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- tangga darurat berkaitan dengan: evakuasi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman"
Apa itu titik kumpul dan apa fungsinya?,Tidak tersedia dalam basis data.,Tidak ada konteks ditemukan.,"- titik kumpul berkaitan dengan: evakuasi, zona evakuasi"
Apa yang dimaksud dengan jalur evakuasi?,"Pra Bencana: Jalur evakuasi berkaitan dengan rute evakuasi.
Saat Bencana: Jalur evakuasi berkaitan dengan rute evakuasi.
Pasca Bencana: Tidak tersedia dalam basis data.","- evakuasi berkaitan dengan: tempat tinggi, daerah yang lebih tinggi, rute evakuasi
- skenario evakuasi berkaitan dengan: dukungan logistik
- zona evakuasi berkaitan dengan: wilayah","- evakuasi berkaitan dengan: tempat tinggi, daerah yang lebih tinggi, rute evakuasi
- skenario evakuasi berkaitan dengan: dukungan logistik
- zona evakuasi berkaitan dengan: wilayah"
Apa saja tahapan pasca bencana?,"Pasca Bencana:
*   Mitigasi bencana berkaitan dengan: Tahap prabencana
*   PetaBencana.id berkaitan dengan: informasi
*   tas siaga bencana berkaitan dengan: air minum, makanan","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman","- bencana berkaitan dengan: air banjir
- PetaBencana.id berkaitan dengan: informasi
- tas siaga bencana berkaitan dengan: air minum, makanan
- Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) berkaitan dengan: Geologi
- Pra Bencana berkaitan dengan: Pergeseran Tanah
- Mitigasi bencana berkaitan dengan: Tahap prabencana
- Daerah Rawan Bencana berkaitan dengan: Pemukiman"
